LocName,LocatieLocalitate,LocatieDescriere
136. Cascada Răchiţele sau Cascada Vălul Miresei,Mărgău CJ,Cascadă în Apuseni. Cascada Răchiţele este cunoscută şi cu numele de Cascada Vălul Miresei şi este situată pe Valea Stanciului în Masivul Vlădeasa şi în arealul localitaţii Răchiţele din comuna Mărgău judeţul Cluj. Este una dintre cele mai frumoase cascade din România căderea de apă de peste 30 de metri tăindu-ţi răsuflarea de-a dreptul. Cele două trepte ale cascadei totalizează o diferenţă de aproximativ 50 de metri. Pe timp de iarnă scrugerile de apă de pe peretele stâncos din vecinătea cascadei îngheaţă formând o suprafaţă excelentă escaladei pe gheaţă. În apropiere de Cascada Vălul Miresei continuând drumul pe lângă ea pot fi văzute Pietrele Albe (stânci calcaroase albe) şi Peştera Vârfuraşul (această peşteră se află în custodia unui club de spelogie din Cluj-Napoca – CSA şi poate fi vizitată numai cu ghizi ai clubului). Legenda Cascadei Răchiţele ne lămureşte asupra numelui popular al cascadei: Vălul Miresei. Aceasta spune că demult de pe stâncile abrupte peste care curge cascada a căzut o mireasă iar voalul ei a rămas agăţat exact pe locul cascadei de astăzi. Se mai spune că nuntaşii şi-au plâns mireasa până ce în acel loc s-a format cascada. Adevărul este că forma cascadei seamănă cu un voal de mireasă! (Să fie adevărată legenda?!)
137. Cascada Sarita Iezerului,Hărniceşti MM,În Rezervaţia Iezerul Mare își are obârșia Valea Iezerului care în zona abruptului andezitic se prăvălește într-o cascadă denumită Sarita Iezerului interesantă mai ales primăvara la topirea zăpezii.
138. Cascada Săritoarea Ieduţului (Circultul Săritoarea Ieduţului),Stâna de Vale BH,Cascadă în Apuseni. La Cascada Săritoarea Ieduţului se ajunge din drumul de acces Stâna de Vale - Coada Lacului Lesu – pe un perete de stâncă apare indicator turistic cerc albastru înspre Cascada Săritoarea Ieduţului. Traseul este prin pădure în urcare cu o durata de 15 – 20 minute destul de uşor. Se află la aproximativ 7 km se Stâna de Vale.
139. Cascada Scările de Smaragd ale Latoriţei,Ciungetu VL,"Cascada Scările de Smaragd ale Latoriţei se află pe valea acestui râu în apropiere de Cheile Latoriţei. Pot fi admirate parcurgănd acelaşi traseu numărul 2 ce străbate Munţii Latoriţei. Este unul din cele mai frumoase circuite din Munţii Căpăţânii. Din centrul localităţii Ciungetu şoseaua asfaltată (aprox. 14 km) pătrunde imediat în cheile Latoriţei între versanţii prăpăstioşi ai Munţilor Repedea în nord şi Târnovului în sud. Aceştia încearcă să stăvilească apele de smaragd ale Latoriţei care se vârtejesc spumegă şi vuiesc între bolovani măcinând pereţii. Lungimea părţii înguste a cheilor măsoară 15 km. Treptat cheile cedează locul văii strâmte împădurite şi parţial stâncoasă. După vreo 7 km în locul numit Prejbeni (780 m) se trece pe malul drept. De la gura Văii lui Duminecă (330 m) valea Latoriţei se lărgeşte iar şoseaua se apropie foarte mult de albia râului. O luncă mai largă anunţă confluenţa Latoriţei cu apele înmănuncheate ale pâraielor Borogeana Mare şi Borogeana Mică şi Răgăliei (10.5 km 960 m alt). Şoseaua continuă căţărându-se pe versantul Muntelui Crucii căutînd loc de trecere la distanţă de firul apei. Jos în chingile lespezilor netede Latoriţa îşi dezleagă undele pe praguri succesive. Acestea sunt ""Scările de smaragd"" ale Latoriţei cea mai frumoasă podoabă pe care o oferă sora cea bună a Lotrului."
140. Cascada Şerbota,Avrig SB,Apele Munţilor Făgăraş în zona sibiană a acestora formează o serie de cascade de la vest la est. Pe lângă râurile celebre ce formează cascade spectaculoase prin căderea apei (Bâlea Avrig Doamnei) mai sunt încă trei pârâuri care formeză cascade extraordinare: Pârâul Sărăţii – Cascada Sărăţii (situată pe Căldarea Sărăţii la este de Muchia Şerbota şi la vest de Muchia Tunsului) Pârâul Şerbota – Cascada Şerbota (situată pe Căldarea Şerbotei la vest de Muchia Şerbota şi la est de Munchia Puha) şi Pârâul Cumpenei – Cascada Moaşei (Valea Moaşa Sebeşului situată la este de Muchia Tătarului şi la vest de Muchia Moaşei formează la nord-vest de fosta Cabană Suru această frumoasă cascadă; nu există potecă marcată până la cascadă dar se poate ajunge la aceasta pe o potecă nemarcată direct de la cabană). Vechea potecă de glăjărie urcă pe sub Cascada Şerbota cea mai frumoasă din Munţii Făgăraş ce are o cădere de ape de la 20 de metri şi se află la o altitudine de 1410 metri ajunge în cele din urmă la Cabana Negoiu (1546 m). Cascada Şerbota face parte din Parcul Natural – Golul Alpin al Munţilor Făgăraş.
141. Cascada Strîmbului,Vaidei GJ,Cascada Strîmbu(ului) se află în Munţii Vîlcan pe valea cu acelaşi nume şi se poate ajunge la ea parcurgând un traseu pe Cheile Şuşiţei şi traversând câteva pâraie. La aproximativ 20 km de Târgu-Jiu judeţul Gorj se află satele Curpen apoi Vaidei. Din localitatea Vaidei porneşte spre munte un drum forestier ce urmează valea Şuşiţei. Drumul forestier Şuşiţa Verde începe în dreptul unui canton al Ocolului silvic iar apoi la aproximativ 5 minute se ajunge în Cheile Şuşiţei Verzi. Cascada ce se formează aici înspumează apele acestui râu străbătând spaţiul îngust dintre stânci. În genunea Şuşiţei Verzi se pătrunde cu greutate însă dincolo de spintecătura prin care trece drumul cheile continuă înca vreo 150 de metri apoi urmează o porţiune de mers prin pădure şi prin poieniţe se depăşesc pâraiele Valea Mare (vest) Miţări (est) şi Tragoe (vest) se străbate Cheiţa Cîrligu şi se traversează pe malul stâng până la gura văii Jarei iar de aici urmează lunca largă a Şuşiţei (punctul La Bocşe) şi pârâul Strîmbul. Cascada Strîmbului se află undeva în dreapta la kilometrul 48 de pe marcaj. Zona este deosebit de pitorească şi este un loc excelent pentru o drumeţie montană. Traseele din Munţii Vîlcan nu ocolesc această vale.
142. Cascada Strungi,Sighetu Marmației MM,"Această cascadă este rezultatul curgerii apei unui pârâu peste platoul vulcanic al Munților Igniș. Cascada are cca 20 m înălțime apa se împrăștie sub forma unei perdele iar pe timp de iarnă îngheață rezultând un peisaj de vis. 
"
143. Cascada Stur,Blidari MM,Zona Munţilor Igniş. Cascada Stur se află pe valea cu acelaşi nume într-un punct în care apele Sturului se prăvălesc de la înălţime. Poate fi descoperită în Munţii Igniş (aflaţi la nord de Baia Mare înghesuiţi de o parte de Munţii Gutâi iar de cealaltă Depresiune Oaşului) şi este un loc foarte frecventat de iubitorii traseelor turistice din Munţii Igniş-Gutâi sau de iubitorii drumeţiilor cu bicicleta. Urmând trasee precum Blidari – Valea Stur – Poiana lui Dumitru sau Piatra Bulzului – Valea Stur – Poiana lui Dumitru râul poartă călătorul când pe dreapta când pe stânga oferindu-i numeroase mici cascade. Cascada Stur este ascunsă după copaci şi tufişuri fiind puţin vizibilă de pe drumul forestier. Pe această rută undeva pe traseu poate fi descoperit şi un baraj: Barajul Stur.
144. Cascada Șucului,Muntele Mic CS,Munţii Ţarcu
145. Cascada Şuşara,Sasca Montană CS,Face parte din Cheile Nerei (Parcul Naţional Cheile Nerei - Beuşniţa). De la ultima casa din Sasca Montana urmam marcajul cruce albastra. Urcam usor pe Valea Susara prin padurea de brad trecem prin Defileul Susarei si ajungem dupa cca. 1 ora de la plecare la Cascada Susarei care are o cadere de 15 metri in doua trepte (vezi prima imagine de mai sus). De aici traseul urca spre Poiana Logor apoi coboara pe drumul forestier. Se ajunge La Scaune iar de aici la Lacul Dracului.
146. Cascada Tainiţei,Ivăneţu BZ,Nehoiaş –Varlaam din dreptul podului ce traversează Bâsca Rosilei la ieşirea din Furtuneşti (pe stânga rîului). De acolo se merge pe drumul forestier ce urcă pe Valea Tainiţei şi apoi în lungul Culmii Ivăneţu traseul porneşte înspre vest circa 10 kilometri. În prima parte a drumului poteca însoţeşte râul pe dreapta iar după 12 km de la răspântia drumului forestier ce merge la Ivăneţu – Ploştina se traversează apa mergând pe stânga acestuia. Imediat după trecerea pe malul stâng atrage atenţia o cădere puternică de apă; peisajul este completat de numeroşi pini ce stau agăţaţi pe poliţele structurale şi pe capetele de strate din jurul cascadei. Privind cu atenţie printre arbori se zăreşte la câţiva metri mai jos de şosea cascada Tainiţei unde apa cade de la 7-8 metri. În dreptul ei pereţii formaţi din strate groase de gresie aduse la verticală (Colţii Tainiţei) au înfăţişarea unor contraforturi.
147. Cascada Urlătoarea,Bușteni PH,"Bușteni (885 m)- Cascada Urlătoare (1055 m) = (punct roșu ; 1 h 15 min) Traseul este accesibil tot timpul anului. Se urcă pe Str. Telecabinei spre telecabină. În tot acest timp putem observa abruptul prahovean al Bucegilor dominat de Vârful Claia Mare în dreptul căruia se arcuiește Valea Seacă a Jepilor. Lăsând în dreapta vechiul traseu spre Cabană Caraiman pe Valea Jepilor după un urcuș accentuat ajungem la punctul denumit aLa Gratar”. De aici drumul se bifurcă. Spre dreapta poteca marcată cu triunghi albastru duce la Cabana Piatră Arsă în timp ce drumul nostru trece peste un mic podeț traversează Valea Seacă a Jepilor și după un parcurs ușor prin pădure ajungem la Cascada Urlătoare care este impresionantă prin debit și înălțime.   
 O alternativă a acestui traseu este cel prin Poiana Țapului (aproape de intrarea în Bușteni venind din București) un indicator maro pe partea dreaptă anunță un drum care urcă în stânga. Se merge cam un km cu mașina după care la bariere trebuie să parcați și să continuați pe jos. Acest traseu este mult mai puțin aglomerat decât cel de pe ruta telecabinei. "
148. Cascada Vadu Crişului,Vadu Crişului BH,Cascadă şi peşteră în Apuseni. Acces uşor şi cu trenul şi auto până peste râul Criş iar de acolo pe jos. Apa vine din peşteră şi curge pe versant formând cascada. Stânca prin care cascada a săpat are o strpungere prin care se poate ajunge de dedesubt la apa cascadei.  Se varsă jos în Criş. Avem intrare separată pentru Peştera Vadu Crişului.
149. Cascada Văii Rele,Nucşoara AG,Munţii Făgăraș- traseu propus: traseul marcat cu triunghi roşu porneşte din Slatina(Nucşoara) pe un drum forestier pe Valea Doamnei. După cca 3 km ajunge la confluenţa cu Cernatul. De aici sunt de mers 18 km până la Curmătura Maliţei (1830m) după care se coboară până la drumul forestier din Valea Rea către obârşie. După cca. o oră se ajunge la confluenţa Văii Rele cu Izvorul Bândei. În mai puţin de 30 minute drumul forestier ia sfârşit. Se urmează cursul Văii Rele care cu numeroasele cascade oferă imagini de neuitat. La o ora de la stână se ajunge în Căldarea Văii Rele. Urcând în continuare către bordeiul din Valea Rea puţin mai sus este refugiul Salvamont şi în final în Portiţa Viştei (2310m).
150. Cascada Vânturătoarea,Băile Herculane CS,Munţii Cernei - pentru amatori de căţărări - Accesul se face cu mașina pe șoseaua DN 67D ce leagă Băile Herculane de Baia de Aramă. Masina se poate parca in zona podului de la capătul lacului 7 Izvoare. De aici sunt 11km pană in staţiunea Băile Herculane. De la parcare se traversează podul. Se urmează poteca cu marcaj turistic în sens de urcare pe versantul drept al văii perpendiculare pe valea Cernei. Cascada este pe suprafaţa judeţului Mehedinţi.
151. Cascada Vânturişului,Buşteni PH,Cascada Vânturişului Avenul Vânturiş şi Colţii lui Barbeş sunt monumente ale naturii ce fac parte din Parcul Naţional Bucegi ca de altfel şi rezervaţiile Vânturiş şi Colţii lui Barbeş. Cascada Vânturiş este de fapt un ansamblu de trei cascade diferite: Cascada de Sus Cascada Mare şi Cascada din Vale acestea fiind formate de căderea de la înalţime a apelor spumoase ale Izvorului Dorului la intersecţia platoului Bucegilor cu avenul Vânturiş – abruptul dintre Colţii lui Barbeş şi Vânturiş debitul maxim fiind în lunile mai-iunie. Izvorul Dorului iese în apropiere de Piatra Arsă şi străbate platoul Bucegilor iar apoi prin cotul de 90 grade pe care îl face între Vârful cu Dor şi Vânturiş se îndreaptă către est formând cele trei cascade. Străbate apoi Valea Vânturiş şi se varsă în cele din urmă la Sinaia în Prahova. Traseul acesta este unul nemarcat şi necesită în jur de 3-4 ore pentru a fi parcurs.
152. Cascada Vârciorog,Arieşeni AB,Zona Munţilor Apuseni în Munţii Bihor. Cascada Vârciorog este situată în satul Vanvuceşti lângă Arieşeni la poalele Vârfului Piatra Grăitoare într+o pădure de molid şi brad. Pentru frumuseţea ei cascada şi zona înconjurătoare au fost declarate rezervaţie peisagistică. Căderea de apă de la aproximativ 15 metri are o singură săritură săpând la bază o mare scobitură. Valea Vârciorog îşi are originea de sub Piatra Grăitoare (1658 m) şi este o vale tânără cu numeroase rupturi de pantă. Intrarea în rezervaţie se face de pe DN75 şi se află la 7 km de satul Vârtop. Se poate ajunge şi pe un drum forestier din Arieşeni însă cei mai mulţi drumeţi preferă să urmeze valea pitorească Vârciorog până la cascadă. Traseul pe vale este marcat cu punct galben şi este destul de uşor fără urcuşuri şi coborâşuri semnificative cascada fiind accesibilă şi pe timp iarnă când apele ei îngheţă. Fructele de pădure sunt deliciul pofticioşilor iar în apropierea cascadei se află şi o mină părăsită în care s-au făcut doar prospecţiuni nefiind o exploatare minieră pe termen lung.
153. Casele încondeiate din Ciocănești,Ciocănești SV,Tot la Ciocănești este și un muzeu al ouălor încondeiate. În jurul datei de 15 august se ține un festival al păstrăvului. Toate persoanele care participa la festival primesc un păstrăv fript cu mămăliguță și mujdei de usturoi. Se fac și plimbări cu pluta pe Bistrița.
154. Castel Bethlen din Arcalia,Arcalia BN,Apartine Universitatii Babes-Bolyai din Cluj-Napoca momentan aici functioneaza „Centrul Regional al Francofoniei”. Localitatea Arcalia se afla la aproximativ 15 km de Bistrita iar castelul este situat intr-un parc dendrologic care detine aproximativ 150 de specii autohtone si exotice cum ar fi bradul argintiu molidul caucazian sau salcamul japonez. Nu ratați cele 2 SOBE de teracota (una verde peruzea alta roz pal cu blazonul familiei Bethlen imprimat pe cahle)  care chiar daca nu mai sunt functionale au fost restaurate si pot fi admirate in saloanele castelului. Si sobele sunt cam in genul constructiei conacului si respira a sfarsit de secol XIX.
155. Castel Potlogi,Potlogi DB,Palatul Brâncovenesc se află la Potlogi jud. Dambovița si a fost construit de Constantin Brâncoveanu în 1698 pe locul unei curți boiereşti. Fațada orientată spre un elesteu are o dublă loggie iar pe fațada opusă spre curte compoziția este dominată de foisorul cu scară exterioară asemeni celui de la Mogoşoaia. Decorația palatului cuprindea motive florale de inspirație persană. In varianta de la Potlogi ele sunt realizate in stuc. In prezent palatul este lasat in ruină.
